SN,Year,MoDaHrMnSecs,Lat,Lon,Dep,MMf,sd2,n2,nMw
149801.,2008,0225120057.70,38.5222,26.5910,13,3.3,0.220,1,0
149803.,2008,0225123028.60,35.9200,21.3900,5,3.5,0.260,1,0
149804.,2008,0225124051.30,36.2500,21.7100,4,3.4,0.260,1,0
149805.,2008,0225125359.00,39.0240,28.0380,10,3.2,0.230,1,0
149806.,2008,0225130230.20,36.3700,21.6000,26,3.1,0.260,1,0
149807.,2008,0225130957.10,36.5800,21.6300,3,3.1,0.260,1,0
149808.,2008,0225132944.20,35.9700,21.5400,17,3.4,0.260,1,0
149809.,2008,0225135019.40,34.5600,19.7300,4,3.4,0.260,1,0
149810.,2008,0225140228.70,36.3900,22.3300,31,3.1,0.260,1,0
149813.,2008,0225150717.70,37.3221,20.9853,12,2.9,0.260,1,0
149815.,2008,0225151919.30,36.3200,21.7500,11,3.3,0.260,1,0
149817.,2008,0225153811.80,39.0275,26.0473,10,3.1,0.220,1,0
149818.,2008,0225155948.70,35.0100,26.4700,29,3.5,0.260,1,0
149819.,2008,0225162908.00,36.4500,22.1200,18,3.4,0.260,1,0
149820.,2008,0225182521.80,40.4000,26.0300,24,3.0,0.238,2,0
149822.,2008,0225202522.00,36.2600,21.6200,11,3.4,0.260,1,0
149823.,2008,0225212917.60,36.1800,21.7500,11,3.8,0.238,2,0
149824.,2008,0225220625.40,37.7600,26.1300,10,3.4,0.167,3,0
149825.,2008,0225220636.80,36.3800,23.6000,17,3.3,0.260,1,0
149826.,2008,0226004304.30,36.4000,21.8600,2,3.5,0.260,1,0
149827.,2008,0226004336.78,35.2756,23.6814,0,3.9,0.250,1,0
149830.,2008,0226025806.20,36.2800,21.7100,13,3.5,0.260,1,0
149831.,2008,0226030241.10,36.4600,22.2300,8,3.4,0.260,1,0
149833.,2008,0226032701.10,36.6200,22.6300,12,3.4,0.260,1,0
149834.,2008,0226032726.40,36.6400,22.7100,31,3.4,0.260,1,0
149835.,2008,0226032923.20,36.8400,21.8500,5,3.0,0.260,1,0
149836.,2008,0226033811.10,39.3500,19.7300,5,3.9,0.260,1,0
149837.,2008,0226041621.10,36.5500,22.3700,3,3.1,0.260,1,0
149838.,2008,0226041657.28,42.4057,19.8182,5,4.1,0.098,6,0
149840.,2008,0226052625.40,36.6100,22.6100,4,2.9,0.260,1,0
149842.,2008,0226055735.60,35.9200,21.5000,12,3.0,0.260,1,0
149843.,2008,0226060234.40,36.3200,21.8700,4,3.3,0.260,1,0
149844.,2008,0226065106.40,36.3600,21.9400,16,2.9,0.260,1,0
149845.,2008,0226072720.40,36.4500,22.1100,4,2.9,0.260,1,0
149846.,2008,0226073826.70,36.2800,21.8500,4,3.1,0.260,1,0
149847.,2008,0226074213.70,36.1600,21.7900,8,3.1,0.260,1,0
149848.,2008,0226075704.00,36.2100,21.7500,3,3.1,0.260,1,0
149849.,2008,0226083535.60,36.3800,21.8600,3,3.1,0.260,1,0
149850.,2008,0226083958.40,36.3400,21.8900,4,3.1,0.260,1,0
149852.,2008,0226084128.40,36.2600,21.8800,12,3.1,0.260,1,0
149853.,2008,0226090430.20,39.6692,29.4677,10,3.0,0.230,1,0
149854.,2008,0226090719.20,36.3300,21.9300,5,3.5,0.260,1,0
149855.,2008,0226104609.47,35.9620,21.9250,12,5.3,0.068,8,5
149856.,2008,0226104917.42,36.0409,21.8755,11,4.6,0.132,4,0
149857.,2008,0226105155.40,36.1600,21.8600,5,3.3,0.260,1,0
149858.,2008,0226105737.90,35.7700,21.4700,21,3.5,0.260,1,0
149859.,2008,0226110121.00,35.9100,21.6100,16,3.1,0.260,1,0
149860.,2008,0226110229.30,35.9800,21.6700,39,3.3,0.260,1,0
149861.,2008,0226110908.00,36.3200,21.8600,15,3.4,0.260,1,0
149862.,2008,0226111129.30,36.1200,21.6900,37,3.3,0.260,1,0
149863.,2008,0226111226.20,34.9900,24.8800,28,3.3,0.260,1,0
149864.,2008,0226111805.10,36.1200,21.8900,13,3.3,0.260,1,0
149865.,2008,0226114730.30,36.1200,21.8700,5,3.4,0.260,1,0
149866.,2008,0226115056.50,36.0700,21.8500,7,3.7,0.238,2,0
149867.,2008,0226115429.70,35.9200,21.5600,34,3.1,0.260,1,0
149868.,2008,0226115850.55,36.0738,21.8059,25,4.2,0.104,6,0
149869.,2008,0226120141.91,36.0868,21.8721,11,3.8,0.174,3,0
149871.,2008,0226120759.80,36.0600,21.8300,5,3.3,0.260,1,0
149872.,2008,0226122448.10,35.9700,21.9900,18,3.1,0.260,1,0
149873.,2008,0226122710.50,36.2400,20.0500,7,3.3,0.260,1,0
149874.,2008,0226122828.60,36.0400,21.8700,4,3.3,0.260,1,0
149875.,2008,0226122943.10,35.9800,21.8400,37,3.1,0.260,1,0
149876.,2008,0226123117.50,36.3600,22.3100,7,3.4,0.260,1,0
149877.,2008,0226123834.70,36.1700,21.9300,5,3.4,0.238,2,0
149879.,2008,0226124500.10,35.9700,21.5300,33,3.0,0.260,1,0
149880.,2008,0226124915.10,36.1500,21.9100,5,3.9,0.238,2,0
149881.,2008,0226125633.20,36.0000,21.8500,5,3.7,0.238,2,0
149882.,2008,0226130004.10,36.0300,21.7300,10,3.3,0.260,1,0
149885.,2008,0226131545.80,36.4000,22.0700,22,3.5,0.260,1,0
149886.,2008,0226133400.00,37.8694,27.5589,10,3.2,0.230,1,0
149888.,2008,0226134122.62,35.9966,21.7943,9,3.9,0.117,5,0
149889.,2008,0226135651.00,36.4000,22.0800,15,2.9,0.260,1,0
149890.,2008,0226140750.30,36.0800,21.9000,23,3.1,0.260,1,0
149891.,2008,0226142846.70,36.0800,21.9000,17,3.1,0.260,1,0
149892.,2008,0226143319.70,36.1200,21.8200,8,3.1,0.260,1,0
149893.,2008,0226144544.20,36.1300,21.5600,8,3.3,0.260,1,0
149894.,2008,0226145406.55,36.0040,21.9560,20,4.7,0.077,9,0
149895.,2008,0226150121.90,36.0000,21.2500,26,3.0,0.260,1,0
149897.,2008,0226151056.10,39.5506,26.0109,15,3.1,0.225,2,0
149898.,2008,0226151831.90,36.0600,21.8600,5,3.0,0.260,1,0
149899.,2008,0226154344.70,36.0900,21.8500,5,3.5,0.238,2,0
149900.,2008,0226155524.40,36.3700,21.8500,4,3.3,0.260,1,0
149901.,2008,0226160147.80,36.1700,21.8300,14,3.6,0.164,3,0
149902.,2008,0226160748.70,36.1500,21.7300,31,3.3,0.260,1,0
149903.,2008,0226161037.30,35.9970,21.9610,18,5.0,0.065,10,3
149904.,2008,0226161916.80,35.8100,21.6700,5,3.9,0.164,3,0
149905.,2008,0226163353.90,36.1100,21.9300,11,3.0,0.260,1,0
149909.,2008,0226170927.00,35.9700,21.7900,5,3.7,0.238,2,0
149911.,2008,0226172229.20,36.2200,21.8000,5,3.3,0.238,2,0
149913.,2008,0226173053.88,36.0388,21.7132,8,3.8,0.117,5,0
149914.,2008,0226173626.22,42.3970,19.7790,0,3.7,0.220,2,0
149915.,2008,0226173943.20,36.3000,21.6200,34,3.1,0.260,1,0
149916.,2008,0226174114.20,39.4700,21.7600,33,3.3,0.260,1,0
149917.,2008,0226181214.40,36.1200,21.8600,5,3.7,0.260,1,0
149919.,2008,0226183339.70,36.1400,21.8800,14,3.5,0.260,1,0
149920.,2008,0226184305.80,36.1300,21.8800,10,3.3,0.260,1,0
149922.,2008,0226190958.50,36.0800,21.7800,8,3.4,0.260,1,0
149923.,2008,0226194819.40,36.1100,21.8400,12,3.4,0.260,1,0
149924.,2008,0226200111.20,36.0000,21.9200,13,3.3,0.260,1,0
149925.,2008,0226200252.20,36.0800,21.8700,14,3.0,0.260,1,0
149926.,2008,0226201827.00,36.1000,21.8500,10,3.3,0.260,1,0
149927.,2008,0226205517.33,36.1439,21.9204,26,4.1,0.114,5,0
149928.,2008,0226210437.80,36.0800,21.8500,13,3.5,0.260,1,0
149929.,2008,0226212557.90,36.1900,21.9200,6,3.4,0.238,2,0
149930.,2008,0226213230.30,36.2200,21.6800,17,3.5,0.260,1,0
149931.,2008,0226214101.30,36.3400,21.7700,12,3.4,0.260,1,0
149932.,2008,0226221717.74,35.9858,21.8376,18,3.9,0.117,5,0
149933.,2008,0226223515.20,36.1900,21.8000,17,3.0,0.260,1,0
149936.,2008,0226233031.70,36.1900,21.7900,5,3.1,0.260,1,0
149937.,2008,0226233338.78,35.9865,21.7519,5,4.1,0.101,6,0
149938.,2008,0226234802.70,36.2000,21.6200,28,3.7,0.260,1,0
149939.,2008,0226235208.50,36.0600,21.7500,6,3.5,0.260,1,0
149940.,2008,0227000052.50,40.2000,20.7400,5,3.4,0.260,1,0
149942.,2008,0227000800.00,36.2600,21.7400,17,3.5,0.260,1,0
149944.,2008,0227010058.90,36.4000,21.8500,15,3.9,0.260,1,0
149946.,2008,0227013842.50,36.0700,21.8300,6,3.9,0.238,2,0
149947.,2008,0227014508.44,36.3165,21.7361,4,4.0,0.138,4,0
149948.,2008,0227021552.00,38.7974,27.8478,8,3.2,0.225,2,0
149951.,2008,0227031444.30,36.1300,21.9100,5,2.9,0.260,1,0
149952.,2008,0227032313.30,36.3500,21.5800,36,3.4,0.238,2,0
149953.,2008,0227034943.40,36.0300,21.8600,9,3.5,0.260,1,0
149954.,2008,0227041613.90,36.2000,21.9500,5,3.4,0.260,1,0
149956.,2008,0227044435.80,36.3400,21.7500,36,3.5,0.238,2,0
149957.,2008,0227045225.80,36.3400,21.8100,26,3.1,0.260,1,0
149960.,2008,0227052354.60,40.5000,19.8000,4,3.6,0.164,3,0
149964.,2008,0227060607.40,36.1200,21.7700,28,2.9,0.260,1,0
149965.,2008,0227072205.95,36.0408,21.7360,4,4.1,0.114,5,0
149968.,2008,0227090221.57,34.9373,23.1336,58,4.2,0.186,3,0
149971.,2008,0227103958.50,36.0400,21.8600,21,3.3,0.260,1,0
149973.,2008,0227113011.00,37.5600,20.8600,19,3.8,0.238,2,0
149974.,2008,0227122805.50,36.9568,22.8253,2,3.1,0.220,1,0
149975.,2008,0227125707.70,36.0900,21.8500,23,2.9,0.260,1,0
149977.,2008,0227141143.80,35.9200,21.5800,27,3.3,0.260,1,0
149979.,2008,0227144507.80,36.9190,29.0870,7,3.2,0.230,1,0
149981.,2008,0227151544.50,36.1300,21.7600,6,3.7,0.238,2,0
149989.,2008,0227181804.80,36.1800,21.7600,4,3.1,0.260,1,0
149990.,2008,0227183848.50,36.1300,21.3400,28,3.4,0.260,1,0
149992.,2008,0227185234.36,35.8344,26.4051,93,3.6,0.260,1,0
149993.,2008,0227191341.40,36.3300,21.7500,18,3.3,0.260,1,0
149994.,2008,0227194023.70,36.3100,21.8700,11,3.5,0.260,1,0
149995.,2008,0227194247.90,36.0900,21.7200,4,3.8,0.260,1,0
149996.,2008,0227200504.10,36.3900,21.9800,30,3.3,0.260,1,0
149997.,2008,0227210930.20,36.2800,21.7600,13,3.7,0.260,1,0
149998.,2008,0227212043.60,36.2900,21.7600,13,3.3,0.260,1,0
149999.,2008,0227214150.00,36.3100,21.7500,16,3.4,0.260,1,0
150000.,2008,0227214933.20,36.1100,21.9900,2,3.3,0.260,1,0
150002.,2008,0227222154.90,36.2700,21.7400,13,3.3,0.260,1,0
150004.,2008,0227231606.60,36.2900,21.8200,4,3.1,0.260,1,0
150006.,2008,0228010927.30,36.6200,21.2000,22,3.5,0.238,2,0
150007.,2008,0228012006.00,36.2000,21.7600,5,3.3,0.260,1,0
150008.,2008,0228014043.20,36.2200,21.8200,7,3.4,0.260,1,0
150009.,2008,0228021224.80,36.0200,21.8300,5,3.8,0.260,1,0
150010.,2008,0228023324.00,36.2000,21.7500,10,3.7,0.238,2,0
150011.,2008,0228035340.50,36.9721,29.1614,5,3.1,0.230,1,0
150012.,2008,0228040125.40,36.2600,21.7700,4,3.3,0.260,1,0
150013.,2008,0228043541.27,36.1958,21.7548,8,4.0,0.117,5,0
150014.,2008,0228045436.28,36.0460,21.8500,15,4.8,0.065,10,3
150015.,2008,0228050524.34,36.1229,21.8030,16,4.1,0.092,7,0
150018.,2008,0228063854.40,36.0800,21.8200,6,3.7,0.164,3,0
150020.,2008,0228071510.80,36.1200,21.8200,17,3.0,0.260,1,0
150021.,2008,0228071621.80,36.1000,21.6000,23,3.0,0.260,1,0
150022.,2008,0228071717.89,36.0282,21.8591,1,3.9,0.138,4,0
150024.,2008,0228075322.46,36.0060,21.9020,15,4.6,0.077,9,0
150025.,2008,0228080010.19,36.0548,21.7568,3,3.9,0.138,4,0
150026.,2008,0228081732.30,36.0900,21.4700,5,3.8,0.260,1,0
150027.,2008,0228092044.30,35.9900,21.7800,5,3.5,0.260,1,0
150029.,2008,0228102521.60,36.1200,21.7800,15,3.5,0.260,1,0
150030.,2008,0228103955.80,35.9600,21.5700,45,3.4,0.260,1,0
150031.,2008,0228104526.50,36.2200,21.8200,5,3.8,0.260,1,0
150033.,2008,0228113909.50,36.3100,21.7800,2,3.5,0.260,1,0
150034.,2008,0228115750.30,36.3400,21.6600,20,3.4,0.260,1,0
150035.,2008,0228123330.00,36.1600,21.7600,4,3.5,0.260,1,0
150037.,2008,0228130557.50,36.1500,21.7500,4,3.8,0.238,2,0
150039.,2008,0228133104.90,36.0600,21.9400,6,3.5,0.260,1,0
150040.,2008,0228152949.50,38.7822,27.8424,7,3.1,0.230,1,0
150042.,2008,0228160745.70,36.0900,21.8000,6,3.7,0.238,2,0
150044.,2008,0228191252.30,40.0652,19.7712,20,3.1,0.260,1,0
150045.,2008,0228192932.00,34.5500,24.8500,5,3.7,0.260,1,0
150046.,2008,0228201849.80,37.1500,20.4900,23,3.7,0.260,1,0
150047.,2008,0228205906.20,36.1900,21.7500,9,3.4,0.260,1,0
150048.,2008,0228212952.50,38.1400,20.6000,5,3.1,0.238,2,0
150052.,2008,0228220537.70,39.3900,26.4200,20,3.3,0.167,3,0
150054.,2008,0228224640.60,38.2100,22.6100,19,3.0,0.260,1,0
150055.,2008,0228225222.40,39.4000,26.3400,22,3.5,0.167,3,0
150056.,2008,0228225848.28,36.2506,21.7894,9,3.7,0.117,5,0
150057.,2008,0228231853.00,36.5100,22.4400,5,3.3,0.260,1,0
150059.,2008,0228235748.30,37.8711,20.9083,2,3.3,0.260,1,0
150062.,2008,0229014209.86,34.6994,24.8715,25,3.7,0.255,2,0
150063.,2008,0229015146.40,36.1762,28.8831,2,3.0,0.230,1,0
150064.,2008,0229020557.10,36.3200,21.8100,14,3.3,0.260,1,0
150066.,2008,0229024912.45,38.4210,21.9912,11,3.8,0.117,5,0
150069.,2008,0229032903.60,37.5300,20.8300,12,3.4,0.238,2,0
150070.,2008,0229033324.10,37.5600,20.8300,14,3.3,0.238,2,0
150071.,2008,0229035108.80,36.0800,21.8100,4,3.4,0.260,1,0
150074.,2008,0229052205.73,37.6160,22.5710,58,3.2,0.177,3,0
150079.,2008,0229063142.80,36.1100,21.8800,5,3.3,0.260,1,0
150080.,2008,0229063512.80,36.1000,21.8600,36,2.9,0.260,1,0
150081.,2008,0229064909.00,36.2900,21.1300,38,3.0,0.260,1,0
150082.,2008,0229071429.40,36.2700,21.9300,14,3.0,0.260,1,0
150084.,2008,0229073157.30,36.2000,21.7600,5,2.9,0.260,1,0
150085.,2008,0229074819.70,35.9900,21.7000,5,3.3,0.260,1,0
150086.,2008,0229075042.59,35.5115,29.9480,25,3.6,0.167,3,0
150089.,2008,0229092529.10,36.2000,21.9500,21,3.7,0.238,2,0
150090.,2008,0229100137.52,40.1016,21.8685,10,3.8,0.080,7,2
150094.,2008,0229104135.30,36.5400,21.6700,22,3.3,0.260,1,0
150095.,2008,0229104903.60,36.2700,21.7300,5,3.5,0.260,1,0
150099.,2008,0229121944.30,36.1600,21.6900,37,2.9,0.260,1,0
150104.,2008,0229142424.70,36.2700,21.6800,27,3.0,0.260,1,0
150106.,2008,0229145521.50,36.2200,21.8000,16,3.5,0.260,1,0
150115.,2008,0229173742.80,37.8187,29.6511,10,3.3,0.230,1,0
150117.,2008,0229184938.40,38.8220,21.2133,0,3.4,0.238,2,0
150119.,2008,0229190622.30,36.2996,21.6625,15,3.7,0.138,4,0
150121.,2008,0229191220.40,36.5900,21.9500,4,3.0,0.260,1,0
150124.,2008,0229193638.00,36.1700,21.8400,10,3.6,0.238,2,0
150125.,2008,0229194203.00,39.5100,25.9800,10,3.6,0.167,3,0
150127.,2008,0229201512.20,39.0000,22.1400,20,3.4,0.238,2,0
150129.,2008,0229210110.20,36.1700,21.6200,25,3.0,0.260,1,0
150130.,2008,0229210212.00,36.1900,21.7000,30,3.4,0.260,1,0
150133.,2008,0229220815.00,39.5620,25.9738,12,3.2,0.225,2,0
150140.,2008,0301000709.18,35.1603,26.1985,17,4.3,0.065,10,1
150141.,2008,0301003041.30,36.3800,21.7900,3,2.9,0.260,1,0
150145.,2008,0301020329.00,38.7700,21.1200,5,2.9,0.260,1,0
150146.,2008,0301022206.90,37.5400,20.8400,19,3.0,0.260,1,0
150147.,2008,0301023432.51,34.9798,23.3163,43,3.9,0.151,4,0
150149.,2008,0301035837.40,36.0300,21.8200,23,2.9,0.260,1,0
150151.,2008,0301042303.90,36.1000,21.8800,35,3.1,0.260,1,0
150152.,2008,0301042452.40,36.0400,21.7600,8,3.0,0.260,1,0
150153.,2008,0301051603.10,36.3700,21.8800,8,3.3,0.260,1,0
150154.,2008,0301053508.70,36.3500,21.8200,20,3.4,0.260,1,0
150157.,2008,0301061856.49,36.2052,21.7350,6,4.1,0.088,7,0
150159.,2008,0301070110.54,37.8651,26.8172,18,4.3,0.072,8,1
150160.,2008,0301072353.10,36.2600,21.6500,27,3.3,0.260,1,0
150161.,2008,0301081303.20,36.3300,21.7900,24,3.0,0.260,1,0
150162.,2008,0301082945.40,36.4900,21.5000,25,3.1,0.260,1,0
150163.,2008,0301083330.70,36.3100,21.7800,17,3.0,0.260,1,0
150164.,2008,0301084551.20,36.1300,21.8900,10,3.4,0.260,1,0
150165.,2008,0301091736.64,36.0819,21.9230,12,4.3,0.077,9,0
150166.,2008,0301092825.20,38.4220,21.9840,5,3.9,0.101,4,1
150167.,2008,0301093146.50,36.2200,21.7800,29,3.0,0.260,1,0
150168.,2008,0301094052.20,38.4100,21.9700,11,3.0,0.260,1,0
150169.,2008,0301094321.50,36.1100,21.9500,23,3.4,0.260,1,0
150172.,2008,0301102206.60,38.4100,22.0000,5,2.9,0.260,1,0
150173.,2008,0301102744.00,36.0400,21.8900,9,3.4,0.260,1,0
150175.,2008,0301112630.60,37.4400,20.5200,5,3.4,0.238,2,0
150176.,2008,0301113302.50,36.4500,21.8200,5,3.4,0.260,1,0
150177.,2008,0301114255.90,37.0100,22.1500,38,3.0,0.260,1,0
150178.,2008,0301123028.30,38.4419,25.5506,2,3.3,0.167,3,0
150179.,2008,0301130052.50,37.2380,28.2345,10,3.0,0.230,1,0
150180.,2008,0301142559.90,36.2000,21.3800,37,3.0,0.260,1,0
150181.,2008,0301145242.10,36.2000,21.7600,6,3.7,0.164,3,0
150182.,2008,0301151719.49,36.2696,21.7347,8,4.0,0.114,5,0
150183.,2008,0301151911.00,36.3800,21.7600,37,3.0,0.260,1,0
150184.,2008,0301155730.00,36.2900,21.7400,28,3.0,0.260,1,0
150186.,2008,0301160626.10,38.4100,21.9500,11,2.9,0.260,1,0
150187.,2008,0301161646.10,36.2900,22.0800,33,2.9,0.260,1,0
150188.,2008,0301165702.90,36.3200,21.7800,29,3.0,0.260,1,0
150189.,2008,0301165948.30,36.0800,21.5900,20,3.4,0.260,1,0
150191.,2008,0301171205.70,36.3500,21.5800,10,2.9,0.260,1,0
150193.,2008,0301190911.10,37.8900,21.3200,5,3.0,0.260,1,0
150194.,2008,0301204123.73,35.6481,25.7492,42,3.8,0.124,5,0
150195.,2008,0301204822.40,36.1900,21.8200,5,3.5,0.260,1,0
150196.,2008,0301211257.40,36.2000,21.5800,10,3.0,0.260,1,0
150197.,2008,0301212107.10,36.2000,21.6100,4,3.0,0.260,1,0
150199.,2008,0301212554.50,36.2500,21.7700,29,3.0,0.260,1,0
150200.,2008,0301212711.40,36.0200,21.9000,26,3.3,0.260,1,0
150201.,2008,0301214944.00,36.3100,21.7100,28,3.3,0.260,1,0
150202.,2008,0301215955.60,36.1700,21.9800,29,3.1,0.260,1,0
150203.,2008,0301230931.20,36.1800,21.9000,8,3.4,0.260,1,0
150204.,2008,0301232921.40,36.1800,21.6900,28,3.0,0.260,1,0
150205.,2008,0302013612.20,35.9600,21.7400,5,3.7,0.238,2,0
150206.,2008,0302015041.80,36.2900,21.8200,30,3.1,0.260,1,0
150207.,2008,0302015417.20,36.1600,21.8600,6,3.5,0.260,1,0
150208.,2008,0302015644.80,36.1200,21.5300,8,3.4,0.260,1,0
150209.,2008,0302020429.00,36.3400,21.1700,31,3.0,0.260,1,0
150210.,2008,0302021834.60,36.9406,27.9261,20,3.2,0.244,2,0
150211.,2008,0302023903.79,34.4548,24.2584,53,4.0,0.181,3,0
150212.,2008,0302031738.30,39.9300,20.3800,22,3.1,0.260,1,0
150213.,2008,0302033349.40,39.5000,20.3600,13,3.0,0.260,1,0
150214.,2008,0302034955.50,36.2100,21.2600,33,2.9,0.260,1,0
150216.,2008,0302040835.70,35.8700,21.6500,36,3.0,0.260,1,0
150217.,2008,0302041225.92,36.1380,21.8082,12,4.1,0.088,7,0
150218.,2008,0302043615.40,36.2400,21.5400,31,2.9,0.260,1,0
150221.,2008,0302052626.40,37.1718,28.9821,5,3.2,0.230,1,0
150222.,2008,0302054136.22,36.0760,21.7830,15,4.5,0.074,8,2
150223.,2008,0302071635.20,36.0100,21.6600,5,3.8,0.260,1,0
150224.,2008,0302085529.30,38.9577,26.4599,8,3.3,0.225,2,0
150225.,2008,0302085917.92,36.2403,21.6046,14,4.1,0.101,6,0
150226.,2008,0302092354.40,35.3000,23.1000,32,3.3,0.260,1,0
150227.,2008,0302092409.90,36.8542,27.5570,10,3.3,0.244,2,0
150229.,2008,0302092635.20,35.3700,23.1600,32,3.7,0.260,1,0
150234.,2008,0302103635.30,35.9600,21.6100,18,3.3,0.260,1,0
150235.,2008,0302105038.50,40.1585,19.6266,2,3.1,0.260,1,0
150238.,2008,0302115957.20,36.2700,21.8800,37,3.0,0.260,1,0
150240.,2008,0302124750.19,36.3165,21.6618,31,3.9,0.164,3,0
150241.,2008,0302130134.40,37.5500,20.8600,16,3.2,0.238,2,0
150242.,2008,0302141050.80,36.3100,21.7600,16,3.1,0.260,1,0
150243.,2008,0302141832.60,36.1900,21.9300,5,3.5,0.260,1,0
150244.,2008,0302143629.10,36.0700,21.8500,23,3.1,0.260,1,0
150245.,2008,0302144900.50,36.1500,21.7700,11,3.3,0.260,1,0
150247.,2008,0302155713.50,38.8773,26.7244,13,3.2,0.225,2,0
150248.,2008,0302163146.70,36.4000,21.9000,5,3.8,0.238,2,0
150249.,2008,0302163159.80,39.6638,27.7330,8,3.0,0.230,1,0
150250.,2008,0302164329.50,36.2200,21.6700,5,3.1,0.260,1,0
150251.,2008,0302173047.30,36.3000,22.0900,5,3.1,0.260,1,0
150252.,2008,0302173152.90,35.9300,21.7900,38,3.1,0.260,1,0
150253.,2008,0302175400.90,40.1565,20.3812,2,3.3,0.260,1,0
150254.,2008,0302180647.50,36.1900,21.8300,11,3.1,0.260,1,0
150255.,2008,0302183421.10,37.9747,29.1979,5,3.1,0.230,1,0
150256.,2008,0302192234.60,36.2900,21.6800,22,3.1,0.260,1,0
150257.,2008,0302195605.22,36.1368,21.7853,10,4.2,0.088,7,0
150258.,2008,0302201553.50,37.1000,20.3500,18,3.8,0.238,2,0
150259.,2008,0302202358.63,36.0855,21.9391,12,4.3,0.082,8,0
150260.,2008,0302205825.23,36.0528,21.7707,16,4.0,0.101,6,0
150263.,2008,0302213543.10,36.1800,21.7500,27,3.7,0.260,1,0
150265.,2008,0302220616.50,36.3000,21.8200,11,3.3,0.260,1,0
150266.,2008,0302221201.50,36.3200,21.8200,4,3.0,0.260,1,0
150268.,2008,0302235226.30,35.8000,21.3600,36,3.3,0.260,1,0
150269.,2008,0302235610.90,36.0500,21.8400,26,3.1,0.260,1,0
150270.,2008,0303004357.80,37.4700,20.5300,5,3.7,0.260,1,0
150271.,2008,0303004709.20,36.2900,21.8000,19,3.1,0.260,1,0
150272.,2008,0303012204.60,36.0600,21.6100,35,3.0,0.260,1,0
150273.,2008,0303012650.20,36.1800,21.8900,3,3.0,0.260,1,0
150275.,2008,0303013821.60,36.6800,21.5200,34,3.0,0.260,1,0
150276.,2008,0303015503.80,36.0300,21.5800,33,3.1,0.260,1,0
150277.,2008,0303015606.50,36.3900,21.4000,42,3.0,0.260,1,0
150278.,2008,0303021910.00,36.1800,21.6300,23,3.0,0.260,1,0
150279.,2008,0303022317.60,36.3300,21.8000,5,3.8,0.260,1,0
150280.,2008,0303032056.80,36.0300,21.7300,5,3.9,0.260,1,0
150281.,2008,0303032435.40,36.3400,21.7900,29,3.4,0.260,1,0
150282.,2008,0303041300.41,36.1814,21.7024,6,4.2,0.101,6,0
150283.,2008,0303044701.40,36.1600,21.8200,24,3.4,0.260,1,0
150284.,2008,0303052422.80,36.3200,21.6600,20,2.9,0.260,1,0
150286.,2008,0303061120.32,36.2598,21.7669,5,3.9,0.101,6,0
150287.,2008,0303062412.10,36.3100,21.8000,9,3.1,0.260,1,0
150288.,2008,0303063217.40,36.3200,21.7900,11,3.4,0.260,1,0
150289.,2008,0303063850.90,36.3000,21.8400,17,3.0,0.260,1,0
150290.,2008,0303064045.10,36.3800,21.8400,5,3.4,0.260,1,0
150291.,2008,0303072955.30,36.2900,21.7700,5,3.4,0.260,1,0
150293.,2008,0303081857.10,36.1000,21.8900,11,2.9,0.260,1,0
150294.,2008,0303082207.00,36.2500,21.7700,20,3.1,0.260,1,0
150295.,2008,0303082738.24,36.4604,21.6283,13,4.4,0.077,9,0
150296.,2008,0303083844.40,36.5200,21.5200,28,3.0,0.260,1,0
150297.,2008,0303091653.90,36.1100,21.5700,33,3.3,0.260,1,0
150298.,2008,0303092832.60,36.2500,21.3000,28,3.4,0.260,1,0
150299.,2008,0303093304.50,35.6200,23.3700,13,3.0,0.260,1,0
150300.,2008,0303094226.90,36.3800,21.6900,31,3.0,0.260,1,0
150302.,2008,0303103215.94,36.2758,21.7563,8,3.9,0.117,5,0
150303.,2008,0303103854.70,36.0600,21.4500,5,3.4,0.260,1,0
150304.,2008,0303104030.90,36.3200,21.7600,5,3.5,0.260,1,0
150305.,2008,0303110621.60,36.3900,21.9300,7,3.3,0.260,1,0
150306.,2008,0303113538.50,36.2400,21.7000,11,3.4,0.260,1,0
150307.,2008,0303120407.20,36.2500,21.6700,13,3.1,0.260,1,0
150309.,2008,0303124534.70,36.3300,21.8600,19,3.1,0.260,1,0
150310.,2008,0303125413.90,37.7500,26.8500,29,3.7,0.167,3,0
150311.,2008,0303130321.00,37.5800,21.5800,5,3.1,0.238,2,0
150312.,2008,0303133717.40,36.2900,21.7800,5,3.5,0.260,1,0
150315.,2008,0303142018.10,36.2300,21.7000,4,3.8,0.238,2,0
150316.,2008,0303143422.60,36.2800,21.7000,28,3.1,0.260,1,0
150317.,2008,0303144449.10,36.2600,21.7700,4,3.1,0.260,1,0
150318.,2008,0303150146.50,36.1400,21.4700,45,2.9,0.260,1,0
150319.,2008,0303154300.80,36.6600,22.2800,10,2.9,0.260,1,0
150320.,2008,0303155630.60,36.2400,21.7300,9,3.5,0.260,1,0
150321.,2008,0303161933.40,36.1500,21.5100,22,3.4,0.260,1,0
150322.,2008,0303163506.80,36.2900,21.7500,22,3.1,0.260,1,0
150324.,2008,0303170632.10,36.2900,21.7200,10,3.5,0.238,2,0
150326.,2008,0303171015.10,36.0400,21.8300,5,3.4,0.260,1,0
150328.,2008,0303180139.40,36.2600,21.4700,33,2.9,0.260,1,0
